budget,genres,homepage,id,keywords,language,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,lead_actor_1,lead_actor_2,lead_actor_3,director,release_year
60000000,"Adventure, Animation, Comedy, Family, Fantasy",http://www.thelegomovie.com,137106,"father son relationship, creativity, friendship, part live action, toys, based on toy, falling in love, super powers, duringcreditsstinger, different worlds, lego, batman",en,English,The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",59.547928,"Village Roadshow Pictures, DC Comics, Vertigo Entertainment, Lin Pictures, Warner Bros. Animation, LEGO, Warner Bros., Animal Logic, Warner Animation Group, RatPac-Dune Entertainment",United States of America,02-06-2014,469160692,100,English,Released,The story of a nobody who saved everybody.,The Lego Movie,7.5,3070,Chris Pratt,Will Ferrell,Elizabeth Banks,Phil Lord,2014
60000000,"Adventure, Action, Fantasy",Unknown,6278,"dragon, evolution, fire chief, animated map, theatre audience, dragonslayer, tunnel construction, fire repellent, drilling, iodine",en,English,Reign of Fire,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",27.615108,"The Zanuck Company, Spyglass Entertainment, World 2000 Entertainment, Touchstone Pictures, Tripod Entertainment","Ireland, United Kingdom, United States of America",07-12-2002,43061982,101,English,Released,Fight Fire With Fire,Reign of Fire,6.0,669,Christian Bale,Matthew McConaughey,Izabella Scorupco,Rob Bowman,2002
60000000,"Crime, Drama, Action, Thriller",http://gangstersquad.warnerbros.com/,82682,"los angeles, gangster",en,English,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and Â if he has his way Â every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. ItÂs enough to intimidate even the bravest, street-hardened copÂ except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John OÂMara and Jerry Wooters who come together to try to tear CohenÂs world apart.",29.041198,"Village Roadshow Pictures, Lin Pictures, Warner Bros., Langley Park Production",United States of America,01-10-2013,105200903,113,English,Released,No Names. No Badges. No Mercy.,Gangster Squad,6.2,1778,Josh Brolin,Ryan Gosling,Nick Nolte,Ruben Fleischer,2013
60000000,"Drama, History",http://invictusmovie.warnerbros.com,22954,"stadium, south africa, apartheid, nelson mandela, sport, nation, rugby, president, racism, poverty, celebration, duringcreditsstinger",en,English,Invictus,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",23.85119,"Spyglass Entertainment, Malpaso Productions, Revelations Entertainment, Mace Neufeld Productions, Warner Bros., Liberty Pictures (II)",United States of America,12-10-2009,122233971,134,English,Released,His people needed a leader. He gave them a champion.,Invictus,7.0,1125,Morgan Freeman,Matt Damon,Tony Kgoroge,Clint Eastwood,2009
65000000,"Comedy, Drama, Family, Science Fiction",Unknown,9849,"alien, martian, based on tv series, fish out of water",en,English,My Favorite Martian,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",6.80692,Walt Disney Pictures,United States of America,02-11-1999,36850101,94,"English, Italiano",Released,The martian has landed. There goes the neighborhood.,My Favorite Martian,5.1,80,Jeff Daniels,Elizabeth Hurley,Daryl Hannah,Donald Petrie,1999
60000000,"Crime, Comedy, Romance",Unknown,11775,"california, assassin, infidelity, fetish, hitman, tycoon, court, satire, lawyer, inheritance, divorce",en,English,Intolerable Cruelty,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,22.620125,"Imagine Entertainment, Universal Pictures, Mike Zoss Productions, Alphaville Productions",United States of America,09-02-2003,119940815,100,"FranÃ§ais, English",Released,They can't keep their hands off each others assets.,Intolerable Cruelty,5.8,391,George Clooney,Catherine Zeta-Jones,Edward Herrmann,Joel Coen,2003
60000000,"Horror, Mystery, Thriller",Unknown,11015,"chicago, based on novel, monster, museum, pile of dead bodies, god, dead body, anthropologist, indian tribe, amazon jungle",en,English,The Relic,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",12.621769,"Paramount Pictures, Universal Pictures, Toho-Towa, Mutual Film Company, Pacific Western, PolyGram Filmed Entertainment, Marubeni, Tele MÃ¼nchen Fernseh Produktionsgesellschaft (TMG), British Broadcasting Corporation (BBC)","Germany, Japan, New Zealand, United Kingdom, United States of America",01-10-1997,33956608,110,English,Released,The Next Evolution In Terror.,The Relic,5.8,130,Penelope Ann Miller,Tom Sizemore,Linda Hunt,Peter Hyams,1997
60000000,"Comedy, Crime",Unknown,9932,"prison, gold, therapist, gangster",en,English,Analyze That,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",21.08952,"Village Roadshow Pictures, NPV Entertainment, Warner Bros., Tribeca Productions, Baltimore Spring Creek Pictures, Face Productions","Australia, United States of America",12-06-2002,55003135,96,English,Released,Back in therapy,Analyze That,5.7,380,Robert De Niro,Billy Crystal,Lisa Kudrow,Harold Ramis,2002
60000000,"Action, Crime, Drama, Thriller",http://www.righteouskill-themovie.com,13389,"revenge, murder, plot twist, dirty cop",en,English,Righteous Kill,"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?",18.380176,"Grosvenor Park Media Ltd., InVenture Entertainment, Millennium Films, Emmett/Furla Films, Nu-Image Films",United States of America,09-11-2008,73174566,101,"P??????, English, EspaÃ±ol",Released,Most people respect the badge. Everybody respects the gun.,Righteous Kill,5.9,375,Robert De Niro,Carla Gugino,50 Cent,Jon Avnet,2008
80000000,"Fantasy, Drama",Unknown,4958,"competition, world war i, great depression, caddy, savannah",en,English,The Legend of Bagger Vance,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",16.848899,"DreamWorks SKG, Twentieth Century Fox Film Corporation, Wildwood Enterprises, Epsilon Motion Pictures, Allied Filmmakers",United States of America,11-02-2000,39459427,126,English,Released,It Was Just A Moment Ago.,The Legend of Bagger Vance,6.3,251,Matt Damon,Bruce McGill,Charlize Theron,Robert Redford,2000
60000000,"Action, Science Fiction, Fantasy, Thriller, Horror",http://www.priest-themovie.com/,38321,"vampire, crucifixion, post-apocalyptic, dystopia, vampire hunter, disobey, niece, dark hero",en,English,Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",28.350927,"Screen Gems, Stars Road Entertainment, Buckaroo Entertainment, Michael De Luca Productions, TOKYOPOP",United States of America,05-05-2011,78309131,87,"PortuguÃªs, English, ???????",Released,Vampire Killer,Priest,5.4,692,Paul Bettany,Karl Urban,Cam Gigandet,Scott Stewart,2011
60000000,"Family, Animation, Adventure",http://sinbad-themovie.com/main.html,14411,"prince, water monster",en,English,Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",18.815442,DreamWorks Animation,United States of America,07-02-2003,26288320,86,"??? / ???, English, Italiano",Released,Unknown,Sinbad: Legend of the Seven Seas,6.6,372,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,Tim Johnson,2003
60000000,"Comedy, Science Fiction, Adventure, Family",http://www.meetdavemovie.com/,11260,"new york, captain, starships, new love, earth, friendship, crew, car crash, space, alien, survival, planet, duringcreditsstinger",en,English,Meet Dave,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",18.676291,"Twentieth Century Fox Film Corporation, Dune Entertainment, Regency Enterprises, Guy Walks into a Bar Productions, Deep River Productions, Friendly Films (II)",United States of America,07-08-2008,50650079,90,English,Released,There's a Whole Other World Going on Inside of Him.,Meet Dave,5.0,371,Eddie Murphy,Elizabeth Banks,Gabrielle Union,Brian Robbins,2008
60000000,"Adventure, Family, Fantasy",http://www.inkheartmovie.com/,2309,"book, fairy tale, eavesdropping, adventure, writer's block",en,English,Inkheart,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",27.018886,"New Line Cinema, Internationale Filmproduktion Blackbird Erste","Germany, United Kingdom, United States of America",12-11-2008,57490374,106,English,Released,Every story ever written is just waiting to become real.,Inkheart,6.0,592,Brendan Fraser,Sienna Guillory,Andy Serkis,Iain Softley,2008
80000000,"Action, History, War",Unknown,13922,"based on novel, world war ii, prisoners of war, narration, archive footage, rescue mission, soldier, 1940s, inspired by true events, fictionalized history",en,English,The Great Raid,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",8.923215,"Lawrence Bender Productions, Marty Katz Productions",United States of America,08-12-2005,10166502,132,"English, ???",Released,The most daring rescue mission of our time is a story that has never been told,The Great Raid,6.8,91,Benjamin Bratt,James Franco,Connie Nielsen,John Dahl,2005
